stream_id,checkpoint,processed,exact,estimate
7,6,350001,251549,238342
7,7,400001,275251,260460
7,8,450001,296768,280479
7,9,500001,316101,298577
7,10,550001,333531,314955
7,11,600001,349342,337944
7,12,650001,363776,350693
7,13,700001,376739,362476
7,14,750001,388343,372569
7,15,800001,398826,381721
7,16,850001,408386,390380
7,17,900001,417173,398053
7,18,950001,425016,405107
7,19,1000000,432097,411352
8,0,50001,47597,45549
8,1,100001,90721,86731.6
8,2,150001,129681,123501
8,3,200001,164876,156486
8,4,250001,196772,186686
8,5,300001,225648,213397
8,6,350001,251654,237794
8,7,400001,275546,260387
8,8,450001,297043,279801
8,9,500001,316501,297934
8,10,550001,333964,315098
8,11,600001,349725,336293
8,12,650001,364014,348779
8,13,700001,377011,360067
8,14,750001,388749,370494
8,15,800001,399307,379992
8,16,850001,408921,388602
8,17,900001,417520,396328
8,18,950001,425361,403541
8,19,1000000,432528,409858
9,0,50001,47598,45666.6
9,1,100001,90651,86497.3
9,2,150001,129523,122991
9,3,200001,164518,155775
9,4,250001,196611,186027
9,5,300001,225518,213214
9,6,350001,251691,237537
9,7,400001,275280,259813
9,8,450001,296715,280335
9,9,500001,315950,298577
9,10,550001,333595,315731
9,11,600001,349342,337937
9,12,650001,363782,350259
9,13,700001,376596,361272
9,14,750001,388308,371551
9,15,800001,398830,381154
9,16,850001,408561,389683
9,17,900001,417182,397359
9,18,950001,425090,404858
9,19,1000000,432107,411262
10,0,50001,47634,45941.7
10,1,100001,90773,86704.5
10,2,150001,129740,123421
10,3,200001,165026,156664
10,4,250001,196942,186474
10,5,300001,225776,213361
10,6,350001,251972,238323
10,7,400001,275705,259747
10,8,450001,296871,279810
10,9,500001,316209,297218
10,10,550001,333753,312838
10,11,600001,349235,335851
10,12,650001,363638,348470
10,13,700001,376666,360068
10,14,750001,388350,370244
10,15,800001,398992,379866
10,16,850001,408665,388448
10,17,900001,417393,396404
10,18,950001,425118,403482
10,19,1000000,432377,409972
11,0,50001,47582,45747.4
11,1,100001,90761,87129.6
11,2,150001,129664,124048
11,3,200001,164910,156876
11,4,250001,196746,186823
11,5,300001,225703,213923
11,6,350001,251534,238564
11,7,400001,275316,260460
11,8,450001,296787,279920
11,9,500001,316241,297818
11,10,550001,333642,313843
11,11,600001,349237,336564
11,12,650001,363475,349018
11,13,700001,376476,360787
11,14,750001,388221,371098
11,15,800001,398812,380677
11,16,850001,408343,389212
11,17,900001,416915,396905
11,18,950001,424886,404316
11,19,1000000,432126,410789
12,0,50001,47677,45833.9
12,1,100001,90687,86929.5
12,2,150001,129466,123380
12,3,200001,164460,156321
12,4,250001,196468,186466
12,5,300001,225363,213158
12,6,350001,251426,237164
12,7,400001,275050,259392
12,8,450001,296289,279211
12,9,500001,315631,296563
12,10,550001,333055,312404
12,11,600001,349005,335730
12,12,650001,363445,348399
12,13,700001,376588,359489
12,14,750001,388243,369558
12,15,800001,398706,379121
12,16,850001,408314,387704
12,17,900001,417028,395161
12,18,950001,424723,401929
12,19,1000000,432011,408477
13,0,50001,47614,45702
13,1,100001,90726,87065.4
13,2,150001,129674,123917
13,3,200001,164967,157008
13,4,250001,196809,186848
13,5,300001,225753,214256
13,6,350001,251761,239096
13,7,400001,275416,261427
13,8,450001,296872,281529
13,9,500001,316306,299163
13,10,550001,333725,315831
13,11,600001,349726,337787
13,12,650001,364020,349725
13,13,700001,376921,360843
13,14,750001,388649,371187
13,15,800001,399169,380287
13,16,850001,408842,388845
13,17,900001,417490,396508
13,18,950001,425285,403379
13,19,1000000,432538,409750
14,0,50001,47631,45788.5
14,1,100001,90786,86840.2
14,2,150001,129755,123301
14,3,200001,164840,156539
14,4,250001,196817,186366
14,5,300001,225659,213841
14,6,350001,251709,238145
14,7,400001,275275,260504
14,8,450001,296732,280717
14,9,500001,315994,298469
14,10,550001,333597,314557
14,11,600001,349468,337842
14,12,650001,363899,350404
14,13,700001,376817,361916
14,14,750001,388473,372148
14,15,800001,399062,381539
14,16,850001,408605,390301
14,17,900001,417259,397894
14,18,950001,425120,404683
14,19,1000000,432172,410692
15,0,50001,47563,45697.8
15,1,100001,90603,86820.8
15,2,150001,129413,124005
15,3,200001,164543,157247
15,4,250001,196338,187771
15,5,300001,225239,215311
15,6,350001,251254,239518
15,7,400001,274654,261530
15,8,450001,296050,281512
15,9,500001,315368,299615
15,10,550001,332993,316176
15,11,600001,348869,338183
15,12,650001,363144,350314
15,13,700001,376038,361129
15,14,750001,387980,371483
15,15,800001,398700,380572
15,16,850001,408343,389269
15,17,900001,417090,397257
15,18,950001,425120,404505
15,19,1000000,432218,410916
16,0,50001,47640,45799.8
16,1,100001,90663,86760.7
16,2,150001,129650,123493
16,3,200001,164779,156146
16,4,250001,196829,186230
16,5,300001,225757,213621
16,6,350001,251798,238022
16,7,400001,275409,259559
16,8,450001,296708,280250
16,9,500001,315875,298041
16,10,550001,333310,314249
16,11,600001,349246,335913
16,12,650001,363599,348250
16,13,700001,376588,359602
16,14,750001,388298,369931
16,15,800001,398886,378887
16,16,850001,408463,387286
16,17,900001,417244,395146
16,18,950001,425016,402295
16,19,1000000,432208,408642
17,0,50001,47605,45804.1
17,1,100001,90595,86871.3
17,2,150001,129502,123678
17,3,200001,164623,156730
17,4,250001,196501,186528
17,5,300001,225435,213499
17,6,350001,251579,238028
17,7,400001,275117,260263
17,8,450001,296544,280013
17,9,500001,315918,298294
17,10,550001,333534,314128
17,11,600001,349441,336388
17,12,650001,363818,348953
17,13,700001,376808,360553
17,14,750001,388564,371333
17,15,800001,399086,380838
17,16,850001,408710,389331
17,17,900001,417316,397004
17,18,950001,425135,404089
17,19,1000000,432173,410280
18,0,50001,47613,45631.2
18,1,100001,90581,86658
18,2,150001,129481,123832
18,3,200001,164815,157025
18,4,250001,196679,186511
18,5,300001,225561,213397
18,6,350001,251707,237433
18,7,400001,275393,259154
18,8,450001,296761,279489
18,9,500001,315982,297189
18,10,550001,333501,314238
18,11,600001,349385,337282
18,12,650001,363768,349730
18,13,700001,376831,361051
18,14,750001,388600,371413
18,15,800001,399188,380454
18,16,850001,408763,389053
18,17,900001,417407,396806
18,18,950001,425250,403784
18,19,1000000,432479,410239
19,0,50001,47554,45588.7
19,1,100001,90583,86586.4
19,2,150001,129572,123555
19,3,200001,164989,156886
19,4,250001,196777,187181
19,5,300001,225877,214528
19,6,350001,251853,239325
19,7,400001,275411,261251
19,8,450001,296523,281829
19,9,500001,315951,299989
19,10,550001,333634,316221
19,11,600001,349540,338263
19,12,650001,363989,350825
19,13,700001,376918,362408
19,14,750001,388672,372652
19,15,800001,399239,382371
19,16,850001,408812,391007
19,17,900001,417500,398302
19,18,950001,425353,405374
19,19,1000000,432410,411558
20,0,50001,47623,45802.7
20,1,100001,90784,86598
20,2,150001,129755,123252
20,3,200001,165079,156466
20,4,250001,196831,185800
20,5,300001,225643,212433
20,6,350001,251766,236621
20,7,400001,275403,258628
20,8,450001,296839,278363
20,9,500001,316158,296169
20,10,550001,333697,312133
20,11,600001,349552,335522
20,12,650001,363897,347920
20,13,700001,376866,359457
20,14,750001,388661,369616
20,15,800001,399222,378866
20,16,850001,408848,387243
20,17,900001,417532,394956
20,18,950001,425427,402018
20,19,1000000,432404,408356
21,0,50001,47573,45730.4
21,1,100001,90694,86789.8
21,2,150001,129696,124030
21,3,200001,164615,156889
21,4,250001,196493,187006
21,5,300001,225398,214076
21,6,350001,251584,238644
21,7,400001,275215,260045
21,8,450001,296803,280683
21,9,500001,316169,298197
21,10,550001,333763,313996
21,11,600001,349473,336674
21,12,650001,363968,349328
21,13,700001,376996,360714
21,14,750001,388574,371028
21,15,800001,399193,380752
21,16,850001,408883,389453
21,17,900001,417456,397142
21,18,950001,425182,403977
21,19,1000000,432306,410418
22,0,50001,47559,45666.6
22,1,100001,90681,86846
22,2,150001,129654,123542
22,3,200001,164871,157035
22,4,250001,196814,186615
22,5,300001,225695,213918
22,6,350001,251722,237414
22,7,400001,275410,259277
22,8,450001,296855,279076
22,9,500001,315952,296832
22,10,550001,333425,313656
22,11,600001,349413,336560
22,12,650001,363762,349463
22,13,700001,376682,360840
22,14,750001,388301,370606
22,15,800001,398989,379756
22,16,850001,408440,388282
22,17,900001,417164,396248
22,18,950001,425010,403164
22,19,1000000,432233,409499
23,0,50001,47632,45829.6
23,1,100001,90694,87077.1
23,2,150001,129738,124100
23,3,200001,165005,157300
23,4,250001,196767,187695
23,5,300001,225694,214831
23,6,350001,251691,238965
23,7,400001,275413,261206
23,8,450001,296666,281400
23,9,500001,315948,299291
23,10,550001,333522,315531
23,11,600001,349444,337978
23,12,650001,363644,350309
23,13,700001,376703,361687
23,14,750001,388460,372082
23,15,800001,399052,381746
23,16,850001,408597,390091
23,17,900001,417266,397879
23,18,950001,425248,404737
23,19,1000000,432394,411084
24,0,50001,47507,45598.6
24,1,100001,90449,86147.6
24,2,150001,129479,123150
24,3,200001,164781,156469
24,4,250001,196756,186715
24,5,300001,225666,213800
24,6,350001,251822,237917
24,7,400001,275400,260227
24,8,450001,297046,279911
24,9,500001,316272,297954
24,10,550001,333737,314073
24,11,600001,349513,336593
24,12,650001,363867,349461
24,13,700001,376863,360905
24,14,750001,388548,371352
24,15,800001,399084,380537
24,16,850001,408587,388754
24,17,900001,417309,396197
24,18,950001,425267,402964
24,19,1000000,432388,409688
25,0,50001,47496,45921.9
25,1,100001,90469,86708.4
25,2,150001,129317,123403
25,3,200001,164552,156519
25,4,250001,196400,186794
25,5,300001,225388,214302
25,6,350001,251524,238533
25,7,400001,275202,260555
25,8,450001,296674,280386
25,9,500001,316161,298879
25,10,550001,333640,314447
25,11,600001,349151,337241
25,12,650001,363386,349480
25,13,700001,376592,360929
25,14,750001,388361,371166
25,15,800001,399002,380865
25,16,850001,408650,389133
25,17,900001,417344,396917
25,18,950001,425194,403985
25,19,1000000,432335,410425
26,0,50001,47635,45621.3
26,1,100001,90662,86508.9
26,2,150001,129591,123503
26,3,200001,164872,156803
26,4,250001,196802,186495
26,5,300001,225391,213438
26,6,350001,251405,237518
26,7,400001,275133,259537
26,8,450001,296512,279514
26,9,500001,315971,297595
26,10,550001,333538,314227
26,11,600001,349482,338529
26,12,650001,363618,350614
26,13,700001,376533,362042
26,14,750001,388362,372198
26,15,800001,398965,381386
26,16,850001,408615,390085
26,17,900001,417449,397982
26,18,950001,425314,405130
26,19,1000000,432492,411601
27,0,50001,47668,45850.9
27,1,100001,90765,86793.7
27,2,150001,129813,123827
27,3,200001,164890,157340
27,4,250001,196908,187035
27,5,300001,225800,214368
27,6,350001,252015,239145
27,7,400001,275620,261067
27,8,450001,296860,280556
27,9,500001,316158,298830
27,10,550001,333650,315331
27,11,600001,349579,338341
27,12,650001,363896,350604
27,13,700001,377012,362237
27,14,750001,388851,372635
27,15,800001,399399,381842
27,16,850001,408941,390769
27,17,900001,417540,398820
27,18,950001,425446,405928
27,19,1000000,432538,412173
28,0,50001,47511,45738.9
28,1,100001,90590,86685.1
28,2,150001,129519,123119
28,3,200001,164866,156638
28,4,250001,196857,187048
28,5,300001,225625,213739
28,6,350001,251739,238145
28,7,400001,275457,259689
28,8,450001,296810,279750
28,9,500001,316208,298537
28,10,550001,333603,314955
28,11,600001,349318,337509
28,12,650001,363877,350226
28,13,700001,376696,361745
28,14,750001,388394,371917
28,15,800001,399017,381437
28,16,850001,408635,389810
28,17,900001,417293,397382
28,18,950001,425116,404302
28,19,1000000,432203,410715
29,0,50001,47596,46032.6
29,1,100001,90547,87145.1
29,2,150001,129394,124337
29,3,200001,164868,157327
29,4,250001,196675,187169
29,5,300001,225493,214440
29,6,350001,251698,238743
29,7,400001,275279,260162
29,8,450001,296703,280030
29,9,500001,315978,298450
29,10,550001,333511,314480
29,11,600001,349373,337880
29,12,650001,363609,349823
29,13,700001,376467,361027
29,14,750001,388203,371360
29,15,800001,398777,380520
29,16,850001,408375,389123
29,17,900001,417059,397026
29,18,950001,425008,404214
29,19,1000000,432185,410736
30,0,50001,47603,45821.1
30,1,100001,90695,87086.8
30,2,150001,129594,123940
30,3,200001,164941,157187
30,4,250001,196848,187423
30,5,300001,225691,214374
30,6,350001,251579,238545
30,7,400001,275296,260373
30,8,450001,296733,280106
30,9,500001,315930,298070
30,10,550001,333492,314656
30,11,600001,349312,338215
30,12,650001,363651,350701
30,13,700001,376697,362092
30,14,750001,388364,372163
30,15,800001,398827,381699
30,16,850001,408410,390223
30,17,900001,417094,398034
30,18,950001,425037,405039
30,19,1000000,432118,411462
31,0,50001,47612,45821.1
31,1,100001,90677,86735.5
31,2,150001,129611,123655
31,3,200001,164840,157147
31,4,250001,196682,186727
31,5,300001,225445,214307
31,6,350001,251802,239661
31,7,400001,275498,261736
31,8,450001,296811,281469
31,9,500001,316132,299477
31,10,550001,333434,315375
31,11,600001,349311,337925
31,12,650001,363680,350275
31,13,700001,376455,361346
31,14,750001,388260,371943
31,15,800001,398905,381275
31,16,850001,408549,389761
31,17,900001,417293,397550
31,18,950001,425024,404594
31,19,1000000,432233,410943
32,0,50001,47549,45797
32,1,100001,90543,86460.6
32,2,150001,129458,123319
32,3,200001,165004,157111
32,4,250001,197008,187390
32,5,300001,225859,214476
32,6,350001,251918,239511
32,7,400001,275595,261228
32,8,450001,297002,280930
32,9,500001,316426,299095
32,10,550001,333985,315453
32,11,600001,349709,337793
32,12,650001,364072,350517
32,13,700001,376886,361697
32,14,750001,388524,371877
32,15,800001,399050,381245
32,16,850001,408510,389704
32,17,900001,417189,397446
32,18,950001,425008,404585
32,19,1000000,432164,410699
33,0,50001,47610,45641.1
33,1,100001,90646,86776.2
33,2,150001,129701,123665
33,3,200001,164938,156998
33,4,250001,196896,186956
33,5,300001,225776,214127
33,6,350001,252024,239164
33,7,400001,275725,261339
33,8,450001,297010,281315
33,9,500001,316372,299232
33,10,550001,333623,314877
33,11,600001,349368,337711
33,12,650001,363615,349546
33,13,700001,376586,360992
33,14,750001,388474,371296
33,15,800001,398972,380386
33,16,850001,408567,389123
33,17,900001,417274,396723
33,18,950001,425133,403997
33,19,1000000,432220,410135
34,0,50001,47555,45703.4
34,1,100001,90609,86902.3
34,2,150001,129593,123868
34,3,200001,164857,156849
34,4,250001,196756,186698
34,5,300001,225653,213560
34,6,350001,251746,238372
34,7,400001,275411,260475
34,8,450001,296788,280598
34,9,500001,316174,298333
34,10,550001,333808,313700
34,11,600001,349642,336874
34,12,650001,363953,349226
34,13,700001,377137,360770
34,14,750001,388985,370868
34,15,800001,399661,380343
34,16,850001,409160,388499
34,17,900001,417838,396329
34,18,950001,425626,403373
34,19,1000000,432658,409738
35,0,50001,47499,45602.8
35,1,100001,90688,86615.4
35,2,150001,129467,123234
35,3,200001,164792,156516
35,4,250001,196524,186570
35,5,300001,225235,213841
35,6,350001,251501,238102
35,7,400001,275088,261199
35,8,450001,296382,281298
35,9,500001,315769,299851
35,10,550001,333211,315187
35,11,600001,349131,337331
35,12,650001,363412,349751
35,13,700001,376335,360992
35,14,750001,388092,371536
35,15,800001,398585,380766
35,16,850001,408200,389348
35,17,900001,416865,396810
35,18,950001,424808,404066
35,19,1000000,431926,410717
36,0,50001,47518,45680.8
36,1,100001,90531,86722
36,2,150001,129395,123439
36,3,200001,164663,156846
36,4,250001,196419,186553
36,5,300001,225198,213366
36,6,350001,251321,237776
36,7,400001,275070,260009
36,8,450001,296682,279936
36,9,500001,315990,298138
36,10,550001,333664,314910
36,11,600001,349481,337451
36,12,650001,363860,349999
36,13,700001,376640,361164
36,14,750001,388462,371389
36,15,800001,399281,380926
36,16,850001,408809,389445
36,17,900001,417465,397294
36,18,950001,425372,404433
36,19,1000000,432332,410780
37,0,50001,47642,45965.9
37,1,100001,90546,86706.4
37,2,150001,129530,123329
37,3,200001,164792,155972
37,4,250001,196695,186188
37,5,300001,225655,213239
37,6,350001,251839,237543
37,7,400001,275552,260504
37,8,450001,296979,280905
37,9,500001,316376,299104
37,10,550001,333840,315353
37,11,600001,349606,338141
37,12,650001,364058,350936
37,13,700001,376861,362104
37,14,750001,388474,372470
37,15,800001,399043,381867
37,16,850001,408687,390082
37,17,900001,417378,397737
37,18,950001,425198,404923
37,19,1000000,432403,411646
38,0,50001,47571,45564.6
38,1,100001,90649,86828.6
38,2,150001,129563,124015
38,3,200001,164978,158130
38,4,250001,196834,188464
38,5,300001,225757,216016
38,6,350001,251934,240485
38,7,400001,275510,262608
38,8,450001,296762,282449
38,9,500001,316000,300771
38,10,550001,333544,317488
38,11,600001,349219,338413
38,12,650001,363673,350769
38,13,700001,376522,362032
38,14,750001,388300,371759
38,15,800001,399037,381290
38,16,850001,408559,389717
38,17,900001,417265,397445
38,18,950001,425132,404519
38,19,1000000,432273,410655
39,0,50001,47523,45771.5
39,1,100001,90619,86725.8
39,2,150001,129428,123122
39,3,200001,164723,156568
39,4,250001,196679,186806
39,5,300001,225485,214143
39,6,350001,251552,238465
39,7,400001,275053,260336
39,8,450001,296522,280666
39,9,500001,316041,298752
39,10,550001,333618,315398
39,11,600001,349404,338310
39,12,650001,363724,350510
39,13,700001,376694,362310
39,14,750001,388359,372447
39,15,800001,398975,381847
39,16,850001,408617,390509
39,17,900001,417344,398336
39,18,950001,425252,405298
39,19,1000000,432329,411595
40,0,50001,47620,45777.1
40,1,100001,90822,87009.1
40,2,150001,129769,123460
40,3,200001,165179,156849
40,4,250001,196979,187064
40,5,300001,225770,213621
40,6,350001,251877,238557
40,7,400001,275497,260278
40,8,450001,296848,280131
40,9,500001,316245,298060
40,10,550001,333668,314128
40,11,600001,349493,337288
40,12,650001,363952,349661
40,13,700001,376965,360838
40,14,750001,388712,370901
40,15,800001,399242,380102
40,16,850001,408931,388737
40,17,900001,417373,396282
40,18,950001,425193,402943
40,19,1000000,432305,409284
41,0,50001,47542,45846.6
41,1,100001,90508,86669.6
41,2,150001,129494,123470
41,3,200001,164716,155979
41,4,250001,196713,186283
41,5,300001,225448,212944
41,6,350001,251696,237745
41,7,400001,275379,259697
41,8,450001,296655,280097
41,9,500001,316042,298372
41,10,550001,333642,315586
41,11,600001,349539,337527
41,12,650001,363889,350197
41,13,700001,376666,361210
41,14,750001,388526,371857
41,15,800001,399082,381334
41,16,850001,408704,389888
41,17,900001,417461,397574
41,18,950001,425166,404494
41,19,1000000,432264,410444
42,0,50001,47569,45375.1
42,1,100001,90556,86226.8
42,2,150001,129605,123639
42,3,200001,164819,156295
42,4,250001,196691,185771
42,5,300001,225691,212377
42,6,350001,251890,236883
42,7,400001,275462,258678
42,8,450001,296848,279017
42,9,500001,316258,296861
42,10,550001,333589,312708
42,11,600001,349307,335168
42,12,650001,363603,347586
42,13,700001,376357,358817
42,14,750001,388228,368895
42,15,800001,398840,378199
42,16,850001,408347,386860
42,17,900001,417201,394865
42,18,950001,424982,401517
42,19,1000000,432268,408330
43,0,50001,47575,45699.2
43,1,100001,90615,86458.7
43,2,150001,129692,123234
43,3,200001,164837,156786
43,4,250001,196621,186329
43,5,300001,225665,213341
43,6,350001,251693,237696
43,7,400001,275279,259929
43,8,450001,296586,279674
43,9,500001,315909,297672
43,10,550001,333477,313733
43,11,600001,349332,336730
43,12,650001,363740,349338
43,13,700001,376631,360624
43,14,750001,388336,370614
43,15,800001,398955,380167
43,16,850001,408593,388789
43,17,900001,417296,396785
43,18,950001,425198,404138
43,19,1000000,432345,410380
44,0,50001,47610,45850.9
44,1,100001,90773,86987.7
44,2,150001,129755,123534
44,3,200001,164841,156440
44,4,250001,196610,186445
44,5,300001,225433,213841
44,6,350001,251494,238268
44,7,400001,275055,260249
44,8,450001,296226,280242
44,9,500001,315875,298391
44,10,550001,333486,314238
44,11,600001,349342,338458
44,12,650001,363600,350804
44,13,700001,376578,362339
44,14,750001,388397,373003
44,15,800001,399043,382228
44,16,850001,408672,390682
44,17,900001,417392,398629
44,18,950001,425210,405780
44,19,1000000,432181,412269
45,0,50001,47597,45626.9
45,1,100001,90703,86826.6
45,2,150001,129763,123619
45,3,200001,165056,156959
45,4,250001,197028,186628
45,5,300001,225845,214010
45,6,350001,251874,238490
45,7,400001,275526,261023
45,8,450001,296903,280999
45,9,500001,316017,298596
45,10,550001,333392,314623
45,11,600001,349216,336598
45,12,650001,363484,348500
45,13,700001,376327,359701
45,14,750001,388184,370220
45,15,800001,398815,379600
45,16,850001,408497,388112
45,17,900001,417229,395556
45,18,950001,425064,402221
45,19,1000000,432202,408852
46,0,50001,47662,45957.4
46,1,100001,90649,86861.6
46,2,150001,129532,124224
46,3,200001,164885,157045
46,4,250001,196783,186819
46,5,300001,225646,212833
46,6,350001,251760,238231
46,7,400001,275162,259907
46,8,450001,296518,280182
46,9,500001,315849,298206
46,10,550001,333401,314612
46,11,600001,349111,337460
46,12,650001,363543,349938
46,13,700001,376485,361095
46,14,750001,388210,371684
46,15,800001,399011,381225
46,16,850001,408649,389793
46,17,900001,417275,397552
46,18,950001,425116,404550
46,19,1000000,432266,410975
47,0,50001,47559,45787.1
47,1,100001,90477,86452.9
47,2,150001,129536,123411
47,3,200001,164733,156008
47,4,250001,196491,185668
47,5,300001,225403,213285
47,6,350001,251474,237715
47,7,400001,275102,259479
47,8,450001,296547,279590
47,9,500001,315985,297711
47,10,550001,333363,313876
47,11,600001,349325,338223
47,12,650001,363523,350261
47,13,700001,376476,361426
47,14,750001,388125,371519
47,15,800001,398802,380787
47,16,850001,408472,389576
47,17,900001,417234,397383
47,18,950001,425115,404485
47,19,1000000,432193,410845
48,0,50001,47524,45601.4
48,1,100001,90380,86503.1
48,2,150001,129381,123260
48,3,200001,164636,156516
48,4,250001,196558,186694
48,5,300001,225364,213693
48,6,350001,251324,238114
48,7,400001,275067,260351
48,8,450001,296425,279759
48,9,500001,315821,297992
48,10,550001,333350,314678
48,11,600001,349182,337640
48,12,650001,363470,349925
48,13,700001,376470,361003
48,14,750001,388223,371217
48,15,800001,399037,380859
48,16,850001,408549,389183
48,17,900001,417183,396789
48,18,950001,425129,404144
48,19,1000000,432358,410316
49,0,50001,47591,45791.3
49,1,100001,90672,86849.9
49,2,150001,129444,123884
49,3,200001,164896,156714
49,4,250001,196757,186657
49,5,300001,225503,213433
49,6,350001,251544,238065
49,7,400001,275169,259856
49,8,450001,296378,279194
49,9,500001,315688,297044
49,10,550001,333302,313241
49,11,600001,349215,336768
49,12,650001,363610,348825
49,13,700001,376473,359894
49,14,750001,388195,370170
49,15,800001,398833,379528
49,16,850001,408378,387375
49,17,900001,417081,394987
49,18,950001,425004,402218
49,19,1000000,432044,408427
50,0,50001,47627,46089.5
50,1,100001,90702,86921.7
50,2,150001,129725,124208
50,3,200001,164970,157177
50,4,250001,196726,186852
50,5,300001,225552,213943
50,6,350001,251697,238557
50,7,400001,275467,260884
50,8,450001,297082,281554
50,9,500001,316501,300216
50,10,550001,333742,316691
50,11,600001,349606,338656
50,12,650001,363762,351140
50,13,700001,376717,362555
50,14,750001,388526,373066
50,15,800001,399103,382585
50,16,850001,408739,391449
50,17,900001,417518,399175
50,18,950001,425415,406331
50,19,1000000,432572,412777
51,0,50001,47646,45842.4
51,1,100001,90648,86879
51,2,150001,129705,123943
51,3,200001,165039,156992
51,4,250001,197130,187319
51,5,300001,226118,214281
51,6,350001,251996,238391
51,7,400001,275447,259813
51,8,450001,296958,280216
51,9,500001,316414,299144
51,10,550001,333867,315853
51,11,600001,349643,338002
51,12,650001,363857,350076
51,13,700001,376984,361320
51,14,750001,388643,371516
51,15,800001,399030,380793
51,16,850001,408766,389456
51,17,900001,417430,397162
51,18,950001,425328,404465
51,19,1000000,432524,410829
52,0,50001,47562,45875
52,1,100001,90634,87051.8
52,2,150001,129588,123824
52,3,200001,164999,156978
52,4,250001,197070,187917
52,5,300001,225835,214548
52,6,350001,251969,239127
52,7,400001,275489,261060
52,8,450001,296816,280811
52,9,500001,316288,298557
52,10,550001,333887,314590
52,11,600001,349754,337351
52,12,650001,363982,349886
52,13,700001,376884,361134
52,14,750001,388489,371078
