stream_id,checkpoint,processed,exact,estimate
23,15,6400001,499998,471099
23,16,6800001,499999,471099
23,17,7200001,500000,471099
23,18,7600001,500000,471099
23,19,8000001,500000,471099
23,20,8400001,500000,471099
23,21,8800001,500000,471099
23,22,9200001,500000,471099
23,23,9600001,500000,471099
23,24,10000000,500000,471099
24,0,400001,275133,259537
24,1,800001,398965,381386
24,2,1200001,454707,431413
24,3,1600001,479735,453996
24,4,2000001,490837,464584
24,5,2400001,495926,469308
24,6,2800001,498199,471141
24,7,3200001,499213,472091
24,8,3600001,499657,472577
24,9,4000001,499837,472748
24,10,4400001,499926,472852
24,11,4800001,499976,472912
24,12,5200001,499989,472914
24,13,5600001,499997,472927
24,14,6000001,499999,472930
24,15,6400001,500000,472930
24,16,6800001,500000,472930
24,17,7200001,500000,472930
24,18,7600001,500000,472930
24,19,8000001,500000,472930
24,20,8400001,500000,472930
24,21,8800001,500000,472930
24,22,9200001,500000,472930
24,23,9600001,500000,472930
24,24,10000000,500000,472930
25,0,400001,275620,261067
25,1,800001,399399,381842
25,2,1200001,454898,432364
25,3,1600001,479759,454514
25,4,2000001,490704,464279
25,5,2400001,495800,468847
25,6,2800001,498107,470905
25,7,3200001,499117,471799
25,8,3600001,499616,472164
25,9,4000001,499821,472296
25,10,4400001,499922,472387
25,11,4800001,499961,472419
25,12,5200001,499986,472431
25,13,5600001,499995,472460
25,14,6000001,499997,472462
25,15,6400001,499999,472469
25,16,6800001,500000,472469
25,17,7200001,500000,472469
25,18,7600001,500000,472469
25,19,8000001,500000,472469
25,20,8400001,500000,472469
25,21,8800001,500000,472469
25,22,9200001,500000,472469
25,23,9600001,500000,472469
25,24,10000000,500000,472469
26,0,400001,275457,259689
26,1,800001,399017,381437
26,2,1200001,454730,430571
26,3,1600001,479564,452368
26,4,2000001,490807,462725
26,5,2400001,495779,467232
26,6,2800001,498092,469144
26,7,3200001,499157,470089
26,8,3600001,499629,470683
26,9,4000001,499849,470875
26,10,4400001,499929,470962
26,11,4800001,499964,470983
26,12,5200001,499986,470996
26,13,5600001,499991,471007
26,14,6000001,499997,471010
26,15,6400001,499999,471010
26,16,6800001,500000,471010
26,17,7200001,500000,471010
26,18,7600001,500000,471010
26,19,8000001,500000,471010
26,20,8400001,500000,471010
26,21,8800001,500000,471010
26,22,9200001,500000,471010
26,23,9600001,500000,471010
26,24,10000000,500000,471010
27,0,400001,275279,260162
27,1,800001,398777,380520
27,2,1200001,454636,431008
27,3,1600001,479464,453242
27,4,2000001,490867,463447
27,5,2400001,495930,468107
27,6,2800001,498153,470296
27,7,3200001,499200,471301
27,8,3600001,499646,471745
27,9,4000001,499839,471933
27,10,4400001,499927,471974
27,11,4800001,499967,472004
27,12,5200001,499983,472007
27,13,5600001,499993,472012
27,14,6000001,499996,472014
27,15,6400001,499997,472014
27,16,6800001,499998,472014
27,17,7200001,499999,472014
27,18,7600001,500000,472014
27,19,8000001,500000,472014
27,20,8400001,500000,472014
27,21,8800001,500000,472014
27,22,9200001,500000,472014
27,23,9600001,500000,472014
27,24,10000000,500000,472014
28,0,400001,275296,260373
28,1,800001,398827,381699
28,2,1200001,454582,431686
28,3,1600001,479629,454800
28,4,2000001,490782,464862
28,5,2400001,495890,469384
28,6,2800001,498176,471638
28,7,3200001,499196,472651
28,8,3600001,499647,473044
28,9,4000001,499829,473227
28,10,4400001,499913,473298
28,11,4800001,499954,473362
28,12,5200001,499981,473403
28,13,5600001,499992,473418
28,14,6000001,499997,473433
28,15,6400001,499999,473439
28,16,6800001,500000,473439
28,17,7200001,500000,473439
28,18,7600001,500000,473439
28,19,8000001,500000,473439
28,20,8400001,500000,473439
28,21,8800001,500000,473439
28,22,9200001,500000,473439
28,23,9600001,500000,473439
28,24,10000000,500000,473439
29,0,400001,275498,261736
29,1,800001,398905,381275
29,2,1200001,454503,431214
29,3,1600001,479487,453268
29,4,2000001,490802,464004
29,5,2400001,495817,468889
29,6,2800001,498077,471005
29,7,3200001,499083,471963
29,8,3600001,499587,472513
29,9,4000001,499813,472801
29,10,4400001,499918,472927
29,11,4800001,499969,472958
29,12,5200001,499987,472966
29,13,5600001,499995,472971
29,14,6000001,499997,472971
29,15,6400001,499999,472980
29,16,6800001,500000,472981
29,17,7200001,500000,472981
29,18,7600001,500000,472981
29,19,8000001,500000,472981
29,20,8400001,500000,472981
29,21,8800001,500000,472981
29,22,9200001,500000,472981
29,23,9600001,500000,472981
29,24,10000000,500000,472981
30,0,400001,275595,261228
30,1,800001,399050,381245
30,2,1200001,454635,431162
30,3,1600001,479600,454468
30,4,2000001,490872,464679
30,5,2400001,495865,469241
30,6,2800001,498109,471275
30,7,3200001,499135,472311
30,8,3600001,499588,472744
30,9,4000001,499818,472988
30,10,4400001,499922,473102
30,11,4800001,499965,473158
30,12,5200001,499981,473167
30,13,5600001,499991,473185
30,14,6000001,499994,473188
30,15,6400001,499997,473188
30,16,6800001,499998,473188
30,17,7200001,500000,473188
30,18,7600001,500000,473188
30,19,8000001,500000,473188
30,20,8400001,500000,473188
30,21,8800001,500000,473188
30,22,9200001,500000,473188
30,23,9600001,500000,473188
30,24,10000000,500000,473188
31,0,400001,275725,261339
31,1,800001,398972,380386
31,2,1200001,454621,430370
31,3,1600001,479518,453673
31,4,2000001,490802,464438
31,5,2400001,495859,469239
31,6,2800001,498187,471348
31,7,3200001,499183,472236
31,8,3600001,499629,472638
31,9,4000001,499834,472801
31,10,4400001,499930,472876
31,11,4800001,499973,472938
31,12,5200001,499987,472953
31,13,5600001,499995,472953
31,14,6000001,499997,472953
31,15,6400001,499998,472953
31,16,6800001,499999,472953
31,17,7200001,499999,472953
31,18,7600001,499999,472953
31,19,8000001,500000,472953
31,20,8400001,500000,472953
31,21,8800001,500000,472953
31,22,9200001,500000,472953
31,23,9600001,500000,472953
31,24,10000000,500000,472953
32,0,400001,275411,260475
32,1,800001,399661,380343
32,2,1200001,454996,429543
32,3,1600001,479774,452093
32,4,2000001,490886,462710
32,5,2400001,495957,467215
32,6,2800001,498207,469041
32,7,3200001,499173,469877
32,8,3600001,499640,470252
32,9,4000001,499842,470473
32,10,4400001,499934,470530
32,11,4800001,499969,470565
32,12,5200001,499986,470570
32,13,5600001,499994,470574
32,14,6000001,499997,470583
32,15,6400001,499999,470583
32,16,6800001,500000,470583
32,17,7200001,500000,470583
32,18,7600001,500000,470583
32,19,8000001,500000,470583
32,20,8400001,500000,470583
32,21,8800001,500000,470583
32,22,9200001,500000,470583
32,23,9600001,500000,470583
32,24,10000000,500000,470583
33,0,400001,275088,261199
33,1,800001,398585,380766
33,2,1200001,454391,430592
33,3,1600001,479518,453816
33,4,2000001,490784,464243
33,5,2400001,495850,468651
33,6,2800001,498134,470760
33,7,3200001,499182,471746
33,8,3600001,499651,472203
33,9,4000001,499851,472367
33,10,4400001,499938,472458
33,11,4800001,499973,472469
33,12,5200001,499988,472496
33,13,5600001,499995,472504
33,14,6000001,500000,472504
33,15,6400001,500000,472504
33,16,6800001,500000,472504
33,17,7200001,500000,472504
33,18,7600001,500000,472504
33,19,8000001,500000,472504
33,20,8400001,500000,472504
33,21,8800001,500000,472504
33,22,9200001,500000,472504
33,23,9600001,500000,472504
33,24,10000000,500000,472504
34,0,400001,275070,260009
34,1,800001,399281,380926
34,2,1200001,454712,431417
34,3,1600001,479776,453581
34,4,2000001,490993,463530
34,5,2400001,495994,468015
34,6,2800001,498215,470019
34,7,3200001,499212,470846
34,8,3600001,499654,471245
34,9,4000001,499833,471422
34,10,4400001,499915,471491
34,11,4800001,499971,471562
34,12,5200001,499990,471565
34,13,5600001,499996,471565
34,14,6000001,499998,471565
34,15,6400001,499999,471565
34,16,6800001,500000,471567
34,17,7200001,500000,471567
34,18,7600001,500000,471567
34,19,8000001,500000,471567
34,20,8400001,500000,471567
34,21,8800001,500000,471567
34,22,9200001,500000,471567
34,23,9600001,500000,471567
34,24,10000000,500000,471567
35,0,400001,275552,260504
35,1,800001,399043,381867
35,2,1200001,454468,431317
35,3,1600001,479661,453782
35,4,2000001,490858,464324
35,5,2400001,495808,468878
35,6,2800001,498156,470811
35,7,3200001,499151,471742
35,8,3600001,499612,472172
35,9,4000001,499832,472334
35,10,4400001,499929,472406
35,11,4800001,499977,472449
35,12,5200001,499986,472455
35,13,5600001,499992,472460
35,14,6000001,499997,472460
35,15,6400001,499999,472462
35,16,6800001,499999,472462
35,17,7200001,500000,472464
35,18,7600001,500000,472464
35,19,8000001,500000,472464
35,20,8400001,500000,472464
35,21,8800001,500000,472464
35,22,9200001,500000,472464
35,23,9600001,500000,472464
35,24,10000000,500000,472464
36,0,400001,275510,262608
36,1,800001,399037,381290
36,2,1200001,454793,431158
36,3,1600001,479911,453377
36,4,2000001,491024,463388
36,5,2400001,496028,468033
36,6,2800001,498252,470156
36,7,3200001,499211,470885
36,8,3600001,499627,471252
36,9,4000001,499837,471441
36,10,4400001,499926,471536
36,11,4800001,499968,471560
36,12,5200001,499986,471563
36,13,5600001,499996,471569
36,14,6000001,499998,471574
36,15,6400001,500000,471574
36,16,6800001,500000,471574
36,17,7200001,500000,471574
36,18,7600001,500000,471574
36,19,8000001,500000,471574
36,20,8400001,500000,471574
36,21,8800001,500000,471574
36,22,9200001,500000,471574
36,23,9600001,500000,471574
36,24,10000000,500000,471574
37,0,400001,275053,260336
37,1,800001,398975,381847
37,2,1200001,454768,431722
37,3,1600001,479685,454392
37,4,2000001,490840,464724
37,5,2400001,495863,469427
37,6,2800001,498102,471489
37,7,3200001,499143,472422
37,8,3600001,499621,472870
37,9,4000001,499841,473059
37,10,4400001,499942,473216
37,11,4800001,499969,473218
37,12,5200001,499989,473227
37,13,5600001,499993,473236
37,14,6000001,499996,473240
37,15,6400001,499998,473240
37,16,6800001,499999,473240
37,17,7200001,499999,473240
37,18,7600001,499999,473240
37,19,8000001,499999,473240
37,20,8400001,499999,473240
37,21,8800001,499999,473240
37,22,9200001,499999,473240
37,23,9600001,500000,473249
37,24,10000000,500000,473249
38,0,400001,275497,260278
38,1,800001,399242,380102
38,2,1200001,454561,429485
38,3,1600001,479490,451892
38,4,2000001,490844,462050
38,5,2400001,495985,466897
38,6,2800001,498203,468692
38,7,3200001,499203,469487
38,8,3600001,499638,469870
38,9,4000001,499824,470048
38,10,4400001,499910,470122
38,11,4800001,499957,470132
38,12,5200001,499977,470151
38,13,5600001,499992,470176
38,14,6000001,500000,470188
38,15,6400001,500000,470188
38,16,6800001,500000,470188
38,17,7200001,500000,470188
38,18,7600001,500000,470188
38,19,8000001,500000,470188
38,20,8400001,500000,470188
38,21,8800001,500000,470188
38,22,9200001,500000,470188
38,23,9600001,500000,470188
38,24,10000000,500000,470188
39,0,400001,275379,259697
39,1,800001,399082,381334
39,2,1200001,454532,430533
39,3,1600001,479617,453700
39,4,2000001,490781,464199
39,5,2400001,495867,468872
39,6,2800001,498130,470860
39,7,3200001,499147,471924
39,8,3600001,499612,472245
39,9,4000001,499841,472443
39,10,4400001,499921,472499
39,11,4800001,499961,472540
39,12,5200001,499981,472574
39,13,5600001,499991,472583
39,14,6000001,499997,472592
39,15,6400001,499998,472592
39,16,6800001,499998,472592
39,17,7200001,499999,472592
39,18,7600001,500000,472592
39,19,8000001,500000,472592
39,20,8400001,500000,472592
39,21,8800001,500000,472592
39,22,9200001,500000,472592
39,23,9600001,500000,472592
